time,open,high,low,close,volume
2020-11-04T00:00:00Z,9359.92,9692.87,8231.07,8484.18,5130.784056
2020-11-05T00:00:00Z,8493.32,9908.72,7451.36,8488.35,10304.51601
2020-11-06T00:00:00Z,8478.02,11943,8392.5,11821.27,9192.507363
2020-11-07T00:00:00Z,11821.26,17500,11810.57,14281.47,21852.15317
2020-11-08T00:00:00Z,14297.17,15999,13373.41,15108.29,8543.699369
2020-11-09T00:00:00Z,15102.44,15682,13883.34,15010.12,6658.031208
2020-11-10T00:00:00Z,15029.21,18900,14500.75,18274.93,10460.75466
2020-11-11T00:00:00Z,18266.12,19350,15711.08,16679.56,7535.779802
2020-11-12T00:00:00Z,16674.79,17220,14929.39,15462.62,6225.384924
2020-11-13T00:00:00Z,15448.87,18460,15150,17881.06,6923.569013
2020-11-14T00:00:00Z,17884.84,17922.63,16084.21,17217.05,4888.57699
2020-11-15T00:00:00Z,17238,18436.25,16561,17606.9,5651.561751
2020-11-16T00:00:00Z,17606.68,19149.9,16971.42,18565.47,5966.97819
2020-11-17T00:00:00Z,18554.8,24880,18452,23944.68,7902.579889
2020-11-18T00:00:00Z,23933.16,26190,20511,25444.39,11223.57563
2020-11-19T00:00:00Z,25479.31,29686,24229.65,27800,10451.90832
2020-11-20T00:00:00Z,27803.14,29890,25666,26515.16,7262.285322
2020-11-21T00:00:00Z,26533,27801.55,23425,24479.24,5932.688247
2020-11-22T00:00:00Z,24479.24,27178.24,21442,24419.04,10500.25906
2020-11-23T00:00:00Z,24454.35,26328.28,23200,25216.48,6116.970657
2020-11-24T00:00:00Z,25245.93,26339.37,23294,24749.99,4470.136582
2020-11-25T00:00:00Z,24736.38,24826.45,21500,22324.66,3378.278768
2020-11-26T00:00:00Z,22319.05,23362.68,18228.6,23345.46,7752.08083
2020-11-27T00:00:00Z,23345.46,25581,22222.22,23452.98,5483.386501
2020-11-28T00:00:00Z,23455.14,24444,22546.03,23353.75,2239.891894
2020-11-29T00:00:00Z,23343.82,24963.29,22846.15,24600.71,2183.455275
2020-11-30T00:00:00Z,24624.95,26901.05,24619.35,26470.4,3416.712073
2020-12-01T00:00:00Z,26470.61,28299.92,24166,25684.04,3901.106625
2020-12-02T00:00:00Z,25678.56,31780.41,25335.24,30306.15,5926.345168
2020-12-03T00:00:00Z,30303.17,31306.06,28401,29649.42,3483.841711
2020-12-04T00:00:00Z,29634.9,30576.44,26100,26452.77,2912.803666
2020-12-05T00:00:00Z,26444.55,29549.99,26201,29352.73,2077.079217
2020-12-06T00:00:00Z,29329.99,29520,27848.17,28794.24,1383.555407
2020-12-07T00:00:00Z,28797.57,29405.78,27894.98,28486.5,1535.59947
2020-12-08T00:00:00Z,28480.48,28567.4,24850,25448.82,2341.222591
2020-12-09T00:00:00Z,25468.79,26267.44,23505.97,25556.16,2509.270929
2020-12-10T00:00:00Z,25567.87,25860,23799.68,23974.15,1722.352521
2020-12-11T00:00:00Z,23979.42,24193.87,22051.01,23387.89,2248.634134
2020-12-12T00:00:00Z,23372.21,25820,23329.11,25347.85,1861.125306
2020-12-13T00:00:00Z,25352.72,27300,25352.72,26341.06,1600.383673
2020-12-14T00:00:00Z,26357.24,26358.21,24993.61,25819.99,1279.112156
2020-12-15T00:00:00Z,25820,26435.64,24553.87,24784.11,1058.851821
2020-12-16T00:00:00Z,24782.04,27740.15,24151.11,26965.41,2586.603845
2020-12-17T00:00:00Z,26947.36,28100,25788.02,26599.01,3043.91378
2020-12-18T00:00:00Z,26617.49,28650,25908.16,27869.03,2241.520616
2020-12-19T00:00:00Z,27885.45,28880,27239.47,27604.76,1462.882779
2020-12-20T00:00:00Z,27612.08,27612.08,25291.73,26114.07,1297.519006
2020-12-21T00:00:00Z,26089.18,27102.35,24062.71,24569.93,1418.41074
2020-12-22T00:00:00Z,24558.24,25260.99,22510,24850,1538.670467
2020-12-23T00:00:00Z,24859.76,25489.21,18360.97,20092.38,2584.006433
2020-12-24T00:00:00Z,20119.76,24069.03,19200,24024.95,3470.431705
2020-12-25T00:00:00Z,24038.75,25150,22600.97,23612.29,1907.948787
2020-12-26T00:00:00Z,23605.2,23884.73,21890.99,22588.76,1699.82278
2020-12-27T00:00:00Z,22589.25,25074.26,21611,22785.06,2302.448922
2020-12-28T00:00:00Z,22785.06,24469.99,22526.76,22796.58,1671.337362
2020-12-29T00:00:00Z,22820.47,23178.5,21001,22155.55,1374.887388
2020-12-30T00:00:00Z,22183.1,22750,21393.14,21765.85,1047.842995
2020-12-31T00:00:00Z,21786.5,23512.04,21110,22687.96,1497.778387
2021-01-01T00:00:00Z,22707.02,23450,21519.26,21845.15,1057.848292
2021-01-02T00:00:00Z,21870.7,22339,21261.77,21477.83,1340.294059
2021-01-03T00:00:00Z,21489.56,24989,20382.88,23879.16,3595.00237
2021-01-04T00:00:00Z,23883.05,26750,22000,23387.84,3555.013148
2021-01-05T00:00:00Z,23395.09,24956.4,22050,23731.87,2151.37634
2021-01-06T00:00:00Z,23725.97,25550,22565.97,24742.87,1951.422278
2021-01-07T00:00:00Z,24798.1,37185,24086.31,33057.95,8857.597641
2021-01-08T00:00:00Z,33077.5,38557.1,24513,34908.59,7858.953034
2021-01-09T00:00:00Z,34908.6,39939.23,33504.96,35735.6,4870.798473
2021-01-10T00:00:00Z,35735.61,38228.53,31053.06,33982.73,3454.999731
2021-01-11T00:00:00Z,33966.46,34050.86,25250,30102.88,5926.920667
2021-01-12T00:00:00Z,30102.89,32373,28108,29743.08,3419.764966
2021-01-13T00:00:00Z,29758.73,33887.59,28208.58,33599.65,3511.823681
2021-01-14T00:00:00Z,33576.09,34260,31180,32924.52,2436.453124
2021-01-15T00:00:00Z,32920.08,33668.36,28445.56,30205.26,2630.930187
2021-01-16T00:00:00Z,30189.87,35200,30188.23,33823.09,3518.237585
2021-01-17T00:00:00Z,33800.5,36863.97,32308.97,34544.73,3120.149287
2021-01-18T00:00:00Z,34537.91,40333.87,34524.92,37994.33,3854.513299
2021-01-19T00:00:00Z,37983.79,38532.08,33770.85,34365.15,2179.776477
2021-01-20T00:00:00Z,34375.11,35485.41,31211.6,34040.18,1918.9423
2021-01-21T00:00:00Z,34002.52,34239.75,26378.42,27938.25,2303.181873
2021-01-22T00:00:00Z,27902.25,32147.32,26013,30780,2032.042701
2021-01-23T00:00:00Z,30783.75,31619.21,29653,30560.03,1318.76667
2021-01-24T00:00:00Z,30575.83,33000,30233.13,32200.52,1308.849069
2021-01-25T00:00:00Z,32195.81,33308.37,29243.85,29311.96,1446.766201
2021-01-26T00:00:00Z,29325.31,30679.98,28426,30298.17,1455.322461
2021-01-27T00:00:00Z,30281.5,30346.32,26960.4,27617.41,1345.49237
2021-01-28T00:00:00Z,27633.83,30732.09,27300,29664.06,982.737421
2021-01-29T00:00:00Z,29662.56,31876.87,28496.37,29974.1,1490.686076
2021-01-30T00:00:00Z,29924.83,32342.77,28500,31150.11,1457.515292
2021-01-31T00:00:00Z,31200.38,33500,29500,30114.54,1460.799852
2021-02-01T00:00:00Z,30158.47,31167.16,29247.43,31166.45,850.121084
2021-02-02T00:00:00Z,31139.81,32700,30382.6,31690.62,1161.425269
2021-02-03T00:00:00Z,31697.58,34678.57,31697.52,34095.5,1740.397069
2021-02-04T00:00:00Z,34089.3,34985.72,29574.81,31098.22,2504.534058
2021-02-05T00:00:00Z,31053.87,34000,30400,32447.8,2249.505161
2021-02-06T00:00:00Z,32451.24,33259.27,30625.77,31542.61,1188.869071
2021-02-07T00:00:00Z,31561.22,31928.77,29151.03,30866.54,800.550079
2021-02-08T00:00:00Z,30866.61,33729.65,30243.85,32500,1400.104491
2021-02-09T00:00:00Z,32526.59,35706,31500.01,35214.33,2257.125042
2021-02-10T00:00:00Z,35216.34,39200,33000.33,36353.03,3838.10698
2021-02-11T00:00:00Z,36387.4,45900,34915,43831.19,4968.646563
2021-02-12T00:00:00Z,43833,52880,43630.75,47007.1,4047.634471
2021-02-13T00:00:00Z,47007.1,48800,43500,47157.24,2055.801394
2021-02-14T00:00:00Z,47140.22,47509.04,42850,43369.16,1406.536304
2021-02-15T00:00:00Z,43394.53,44211.14,38010,40273.62,1959.923566
2021-02-16T00:00:00Z,40273.62,45400,39038.33,42977.36,1932.876248
2021-02-17T00:00:00Z,42966.1,44422.54,40005.05,43781.87,1357.793892
2021-02-18T00:00:00Z,43781.87,46249.66,42682.77,44278.54,1118.025287
2021-02-19T00:00:00Z,44266.66,45650,41805.73,44711.81,1503.831991
2021-02-20T00:00:00Z,44711.81,48078.09,39100,42251.78,2251.662878
2021-02-21T00:00:00Z,42306.24,44845.62,41180,43097.2,1143.071709
2021-02-22T00:00:00Z,43097.2,43196.85,30546.04,39229.56,2597.621641
2021-02-23T00:00:00Z,39248.41,39361.59,28319.3,33410.7,3168.690783
2021-02-24T00:00:00Z,33441.55,37031.32,31774.11,33800.25,1597.845319
2021-02-25T00:00:00Z,33752.6,35577.6,31336.59,31600.98,907.311325
2021-02-26T00:00:00Z,31627.81,33254.79,29800,31141.43,983.955193
2021-02-27T00:00:00Z,31117.23,33433.82,30685.08,31442.6,680.812755
2021-02-28T00:00:00Z,31445.92,31588.25,27437.73,30722.16,865.456218
2021-03-01T00:00:00Z,30760.73,34855.88,30652.48,34782.12,842.746756
2021-03-02T00:00:00Z,34782.13,35440.27,32250.01,33220.24,665.243634
2021-03-03T00:00:00Z,33221.19,35800,32967.8,33750.68,717.58488
2021-03-04T00:00:00Z,33750.68,34540.81,31500.04,32392.48,671.008869
2021-03-05T00:00:00Z,32362.25,32503.9,30022.42,31950.75,415.076906
2021-03-06T00:00:00Z,31910.63,34192.24,31297.18,34047.86,538.128927
2021-03-07T00:00:00Z,33990.02,39313.86,33829.27,39133.02,1554.723784
2021-03-08T00:00:00Z,39141.42,42450,37870.37,39767.07,1966.683628
2021-03-09T00:00:00Z,39784.29,40319.04,38563.26,38936.52,790.138965
2021-03-10T00:00:00Z,38971.18,39084.09,36268.73,37839.52,885.339407
2021-03-11T00:00:00Z,37863.25,38430.87,36015.51,37899.9,557.800402
2021-03-12T00:00:00Z,37899.9,38178.33,35118.09,35967.32,534.111404
2021-03-13T00:00:00Z,35999.98,38836.17,34832.27,38166.6,712.204606
2021-03-14T00:00:00Z,38191.57,38700,35626.39,35827.51,637.348871
2021-03-15T00:00:00Z,35814.81,36607.36,33440.09,34557.17,741.196476
2021-03-16T00:00:00Z,34578.26,35349.43,33150.51,34961.5,465.815513
2021-03-17T00:00:00Z,35000,35476.03,33256.23,35081.48,457.465743
2021-03-18T00:00:00Z,35091.57,37538.02,34711,35677.35,860.164584
2021-03-19T00:00:00Z,35685.87,36962.38,34666.66,35976.65,482.255799
2021-03-20T00:00:00Z,35967.31,37370,34965.04,35073.9,516.440085
2021-03-21T00:00:00Z,35060.97,36064.57,34208.42,35345.55,464.238302
2021-03-22T00:00:00Z,35332.32,35921.61,32897.68,33247,424.720198
2021-03-23T00:00:00Z,33247,34307.75,32840.8,33729.02,388.969969
2021-03-24T00:00:00Z,33729.01,34715.25,29846.49,30918.5,567.039007
2021-03-25T00:00:00Z,30913.49,32545.83,29784.47,31840.43,694.761224
2021-03-26T00:00:00Z,31839.84,33363.7,31785.94,33194.68,421.837645
2021-03-27T00:00:00Z,33197.5,33390.13,31661.01,32711.68,341.837266
2021-03-28T00:00:00Z,32723.74,33800,31998.66,32608.04,436.890386
2021-03-29T01:00:00+01:00,32614.78,36314,32343.78,35386.41,690.719636
2021-03-30T01:00:00+01:00,35379.92,36783.67,35040,35476.25,509.446507
2021-03-31T01:00:00+01:00,35471.81,36780,33730,36142.51,661.703127
2021-04-01T01:00:00+01:00,36176.91,37200,35556.57,36583.84,625.268097
2021-04-02T01:00:00+01:00,36606.44,39999,35936.36,39286.22,1018.417741
2021-04-03T01:00:00+01:00,39294.91,39826.15,35779.89,35816.45,645.05513
2021-04-04T01:00:00+01:00,35838.05,38000,35200,37589.82,406.361607
2021-04-05T01:00:00+01:00,37575.89,38908.67,35972.18,38488.2,599.071044
2021-04-06T01:00:00+01:00,38456.74,42999,38456.7,41302.31,1434.864256
2021-04-07T01:00:00+01:00,41298.91,44422.2,38077.02,43966.06,1619.262374
2021-04-08T01:00:00+01:00,43922.45,49050,43691.03,47273.11,1884.511337
2021-04-09T01:00:00+01:00,47242.71,49010,45132.96,45782.07,910.125293
2021-04-10T01:00:00+01:00,45782.07,46145.88,43190,44570.99,681.226535
2021-04-11T01:00:00+01:00,44570.85,46900,44322.52,45024.95,679.994695
2021-04-12T01:00:00+01:00,45024.95,45265.25,41655.56,43023.81,849.68812
2021-04-13T01:00:00+01:00,43053.98,46442.63,41950.6,44796.8,907.015754
2021-04-14T01:00:00+01:00,44800.14,48040,42800,47290.53,1223.651144
2021-04-15T01:00:00+01:00,47289.99,53200,46957.33,50249.46,2203.039824
2021-04-16T01:00:00+01:00,50275.03,53500,45507.37,53019.06,1284.096868
2021-04-17T01:00:00+01:00,53098.96,54500,48426.18,48625,1241.161419
2021-04-18T01:00:00+01:00,48709.76,53900,41888,53464.77,1997.303583
2021-04-19T01:00:00+01:00,53427.48,57497.6,45731.17,46740.3,2428.355807
2021-04-20T01:00:00+01:00,46744.88,51148.96,43131,48880.61,1560.021404
2021-04-21T01:00:00+01:00,48880.61,50625.29,44981.33,45343.74,914.37937
2021-04-22T01:00:00+01:00,45346.91,51867,44043.57,45407.34,1570.470271
2021-04-23T01:00:00+01:00,45399.89,46299.17,39109.92,43314.66,1503.904125
2021-04-24T01:00:00+01:00,43318.22,43327,38833.39,39211.49,569.001884
2021-04-25T01:00:00+01:00,39263.94,42280.1,37644.79,39759.1,484.333523
2021-04-26T01:00:00+01:00,39795,45437.97,39509.35,45256.01,795.610156
2021-04-27T01:00:00+01:00,45255.99,49379.82,44152.18,48762.07,788.500364
2021-04-28T01:00:00+01:00,48706.37,50575.93,47227.48,48036.58,767.696458
2021-04-29T01:00:00+01:00,48066.01,48544.17,45885.97,46787.64,501.084657
2021-04-30T01:00:00+01:00,46783.18,49419.16,46113.65,48905.73,484.402334
2021-05-01T01:00:00+01:00,48919.03,50639.11,48322.04,49816.58,386.516258
2021-05-02T01:00:00+01:00,49830.06,49920.84,47409.3,48513.34,338.228477
2021-05-03T01:00:00+01:00,48516.39,54352.94,48479.53,53382.78,848.037763
2021-05-04T01:00:00+01:00,53366.77,55500.5,49502.12,50288.71,1085.960935
2021-05-05T01:00:00+01:00,50299,54850.57,49834.77,54521.66,849.723717
2021-05-06T01:00:00+01:00,54492.7,57878.25,52051.87,52407.92,1039.178143
2021-05-07T01:00:00+01:00,52376.93,54136.94,50251.42,53352.9,937.660416
2021-05-08T01:00:00+01:00,53319.39,55370.49,52015.82,54073.52,686.708411
2021-05-09T01:00:00+01:00,54115.45,55000,51723.01,53360.52,425.167892
2021-05-10T01:00:00+01:00,53360.6,62680.72,49600,62425.79,2097.114071
2021-05-11T01:00:00+01:00,62362.63,83013.75,56972.12,82885.12,6112.413139
2021-05-12T01:00:00+01:00,82875.44,95000,64600,65548.55,5034.972069
2021-05-13T01:00:00+01:00,65768.02,80115.75,60000,66018.27,2694.662207
2021-05-14T01:00:00+01:00,66133.19,81484.61,65522.24,77676.94,1764.16493
2021-05-15T01:00:00+01:00,77676.03,79307.18,65990,66907.28,1396.36519
2021-05-16T01:00:00+01:00,67036.48,70778.7,59720.13,65807.68,1386.111407
2021-05-17T01:00:00+01:00,65850.35,68926.47,58297.84,64316.81,1574.730892
2021-05-18T01:00:00+01:00,64250.72,77821.98,63632.44,72833.03,1993.843359
2021-05-19T01:00:00+01:00,72885.41,74565.2,34070.26,45704.98,4251.657724
2021-05-20T01:00:00+01:00,45921.97,57286.63,37690.04,51700.14,2763.939477
2021-05-21T01:00:00+01:00,51697.4,54609.64,35700,43601.12,2235.404204
2021-05-22T01:00:00+01:00,43601.12,44745.2,36954.92,38445.21,1448.15556
2021-05-23T01:00:00+01:00,38441.97,40185.62,23859.75,32549.68,3678.650939
2021-05-24T01:00:00+01:00,32583.91,51963.2,31848,48350,4082.339253
2021-05-25T01:00:00+01:00,48350,50988.07,42088,46899.38,2518.16536
2021-05-26T01:00:00+01:00,46899.14,51800.6,45631.23,50225.97,1883.420215
2021-05-27T01:00:00+01:00,50225.97,50274.09,44851.27,46882.55,1020.934917
2021-05-28T01:00:00+01:00,46840.63,47335.83,39000,40835.65,1162.111527
2021-05-29T01:00:00+01:00,40899.15,42942.7,37500,39164.57,755.82371
2021-05-30T01:00:00+01:00,39182.64,43932.4,37259.25,41883.7,706.192474
2021-05-31T01:00:00+01:00,41823.92,47280,40000,46962.62,1063.242687
2021-06-01T01:00:00+01:00,46938.89,47786.62,43858.58,45071.01,739.630438
2021-06-02T01:00:00+01:00,45071.01,46632.54,43736,45170.74,745.013178
2021-06-03T01:00:00+01:00,45167.52,47192.36,44476.97,45924,715.111566
2021-06-04T01:00:00+01:00,45920.19,45961.27,40692.41,42593.43,693.116098
2021-06-05T01:00:00+01:00,42640.4,44572.41,40692.01,42237.59,627.993328
2021-06-06T01:00:00+01:00,42180.01,44729.67,41707.46,43072.75,862.354984
2021-06-07T01:00:00+01:00,43072.76,44300,40001.02,40442.23,599.231477
2021-06-08T01:00:00+01:00,40382.81,41109.04,35854.47,39643.92,841.603242
2021-06-09T01:00:00+01:00,39680.15,41128.02,37685.52,40500,667.767631
2021-06-10T01:00:00+01:00,40500,40626.73,37052.5,37793.2,432.160504
2021-06-11T01:00:00+01:00,37793.33,38401.13,36029.01,36926.6,502.910113
2021-06-12T01:00:00+01:00,36927.53,37291.82,34601.53,36305.39,425.293106
2021-06-13T01:00:00+01:00,36349.09,39000.52,35175.11,38527.58,458.13922
2021-06-14T01:00:00+01:00,38533.56,40455.47,38002.56,39425.21,489.61626
2021-06-15T01:00:00+01:00,39425.21,40200,38431.54,38901.31,248.141357
2021-06-16T01:00:00+01:00,38902.92,38972.55,36101.61,36457.89,295.881171
2021-06-17T01:00:00+01:00,36406.32,37598.68,35351.63,36319.92,185.208547
2021-06-18T01:00:00+01:00,36297.93,36494.8,32513.1,34163.13,471.110168
2021-06-19T01:00:00+01:00,34163.13,34889.44,33200,33213.29,186.304469
2021-06-20T01:00:00+01:00,33213.29,37351.92,32834.4,36012.15,843.946803
2021-06-21T01:00:00+01:00,36039.24,36264.07,28872.44,29367.23,1029.245308
2021-06-22T01:00:00+01:00,29377.34,31433.73,25000,28737.14,1442.348167
2021-06-23T01:00:00+01:00,28704.87,32438.66,27620.54,30957.17,864.120321
2021-06-24T01:00:00+01:00,31019.57,32112.38,29382.41,31349.41,314.999296
2021-06-25T01:00:00+01:00,31407.83,31855.95,27874.85,28110.46,519.838007
2021-06-26T01:00:00+01:00,28106.52,28948.52,26749.89,28694.41,551.342926
2021-06-27T01:00:00+01:00,28713.93,30275.33,27891.73,30273.17,371.638421
2021-06-28T01:00:00+01:00,30273.17,32887.93,29784.28,31409.26,648.531353
2021-06-29T01:00:00+01:00,31408.88,34850,31266.64,33635.36,800.318186
2021-06-30T01:00:00+01:00,33624.5,34039.52,31173.48,33843.07,625.086078
2021-07-01T01:00:00+01:00,33845.17,34252.81,31585.62,31931.17,504.989337
2021-07-02T01:00:00+01:00,31947.24,32396.49,30582.26,32039.4,256.828024
2021-07-03T01:00:00+01:00,32051.79,34800,31518.01,32670.53,392.360646
2021-07-04T01:00:00+01:00,32670.53,34500,31602.76,33394,451.198739
2021-07-05T01:00:00+01:00,33394,33447.15,31000,32417.36,455.557444
2021-07-06T01:00:00+01:00,32421.59,37365,32405.8,35904.47,1254.095323
2021-07-07T01:00:00+01:00,35911.03,37783.66,35176.08,35399.46,640.645065
2021-07-08T01:00:00+01:00,35439.11,35501.25,32322,33070.65,835.705457
2021-07-09T01:00:00+01:00,33074.86,34026.7,31635.58,33473.06,347.646871
2021-07-10T01:00:00+01:00,33508.68,34084.22,32452.03,33154.7,237.1795
2021-07-11T01:00:00+01:00,33183.14,34319.56,32766.94,33826.33,194.238807
2021-07-12T01:00:00+01:00,33827.64,34388,32234,32843,224.96029
2021-07-13T01:00:00+01:00,32814.36,33868,31915.13,32267.26,364.956493
2021-07-14T01:00:00+01:00,32282.31,32432.35,30124.74,31505.81,466.318506
2021-07-15T01:00:00+01:00,31517.39,32315.49,29720,30101.45,360.788294
2021-07-16T01:00:00+01:00,30101.45,30556.35,27483.88,27602.38,691.881487
2021-07-17T01:00:00+01:00,27615.37,28200,27013.84,27648.76,311.221244
2021-07-18T01:00:00+01:00,27679.6,28917.04,27525.81,27959.51,312.70617
2021-07-19T01:00:00+01:00,27965.89,28311.99,26607.44,26855.4,297.198767
2021-07-20T01:00:00+01:00,26882.41,27300,24800,25787.3,399.886467
2021-07-21T01:00:00+01:00,25811.48,29772.21,25296.12,28289.5,543.461968
